город Москва Вознесенский переулок дом 21
город Москва Новая Басманная улица дом 10 строение 1
город Москва Печатников переулок дом 12
город Москва улица Маросейка дом 11/4 строение 3
город Москва Вознесенский переулок дом 22
город Москва улица Каретный Ряд дом 2
